,DFS_Count,DFS_Time,BFS_Count,BFS_Time
5,1,0.0009548664093017578,1,0.00119781494140625
10,11,0.02306652069091797,6,0.015233039855957031
15,0,0.0009932518005371094,0,0.0
20,28,0.31854820251464844,14,0.22857451438903809
25,36,0.7018783092498779,21,0.6030166149139404
30,47,1.6563060283660889,27,1.2065362930297852
35,62,2.9293954372406006,34,2.0064618587493896
40,58,4.651038408279419,33,3.1084351539611816
